# Simulation 1 (Up to date)
# 685 data points written for 23 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (28.8 m/s):  "Parachute"
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),CP location (cm),CG location (cm),Thrust (N),Thrust-to-weight ratio (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
5.703,96.728,632.728,-5.214,13.899,-9.754,70.356,0.007,70.356,89.994,12.884,0.982,17.407,78.478,0.925,-1.661e-5,-34.815,0.074,134.419,19.208,14.331,0,0
5.739,96.536,632.536,-5.562,14.002,-9.697,70.816,0.007,70.816,89.994,12.85,0.944,17.407,78.478,0.781,-1.64e-5,-31.124,0.066,134.419,19.222,14.331,0,0
5.783,96.285,632.285,-5.983,14.137,-9.683,71.375,0.007,71.375,89.994,12.809,0.955,17.407,78.478,0.808,-1.283e-5,-27.234,0.036,134.419,19.219,14.331,0,0
5.825,96.023,632.023,-6.392,14.278,-9.681,71.914,0.008,71.914,89.994,12.768,0.99,17.407,78.478,0.884,-1.726e-5,-23.015,0.013,134.419,19.212,14.331,0,0
5.862,95.776,631.776,-6.756,14.412,-9.629,72.395,0.008,72.395,89.994,12.73,0.994,17.407,78.478,0.747,-1.466e-5,-19.045,-0.013,134.419,19.225,14.331,0,0
5.906,95.47,631.47,-7.175,14.576,-9.464,72.953,0.008,72.953,89.994,12.688,0.929,17.407,78.478,0.176,-1.452e-5,-16.5,-0.191,134.419,19.28,14.331,0,0
5.956,95.099,631.099,-7.644,14.775,-9.27,73.586,0.008,73.586,89.994,12.644,0.846,17.407,78.478,0.52,-1.609e-5,17.563,-0.08,134.419,19.247,14.331,0,0
6.006,94.705,630.705,-8.104,14.983,-9.147,74.218,0.008,74.218,89.994,12.603,0.801,17.407,78.478,0.906,-2.888e-5,21.913,-0.04,134.419,19.21,14.331,0,0
6.043,94.4,630.4,-8.441,15.144,-9.101,74.682,0.008,74.682,89.994,12.573,0.784,17.407,78.478,1.013,-3.096e-5,26.201,-0.021,134.419,19.2,14.331,0,0
6.076,94.117,630.117,-8.74,15.292,-9.089,75.096,0.008,75.096,89.994,12.548,0.778,17.407,78.478,1,-2.812e-5,30.186,0.007,134.419,19.201,14.331,0,0
6.11,93.818,629.818,-9.046,15.447,-9.114,75.518,0.008,75.518,89.994,12.521,0.79,17.407,78.478,0.839,-2.702e-5,33.933,0.04,134.419,19.217,14.331,0,0
6.15,93.444,629.444,-9.417,15.641,-9.192,76.024,0.008,76.024,89.994,12.489,0.836,17.407,78.478,0.44,-2.248e-5,37.002,0.147,134.419,19.255,14.331,0,0
6.2,92.962,628.962,-9.878,15.889,-9.27,76.647,0.009,76.647,89.994,12.446,0.88,17.407,78.478,0.021,-2.317e-5,37.823,5.334,134.419,19.295,14.331,0,0
6.25,92.456,628.456,-10.344,16.148,-9.381,77.268,0.009,77.268,89.993,12.399,0.969,17.407,78.478,0.559,-2.027e-5,-36.193,0.253,134.419,19.243,14.331,0,0
6.3,91.927,627.927,-10.817,16.415,-9.515,77.887,0.009,77.887,89.993,12.347,1.109,17.407,78.478,1.233,-4.422e-6,-30,0.102,134.419,19.18,14.331,0,0
6.325,91.663,627.663,-11.047,16.548,-9.481,78.186,0.009,78.186,89.993,12.321,1.092,17.407,78.478,1.154,-6.226e-6,-26.104,0.086,134.419,19.187,14.331,0,0
6.35,91.374,627.374,-11.291,16.692,-9.423,78.504,0.009,78.504,89.993,12.293,1.056,17.407,78.478,0.976,-6.19e-6,-22.401,0.07,134.419,19.204,14.331,0,0
6.381,91.023,627.023,-11.579,16.865,-9.343,78.88,0.009,78.88,89.993,12.261,1.008,17.407,78.478,0.719,-6.794e-6,-18.877,0.066,134.419,19.228,14.331,0,0
6.423,90.535,626.535,-11.965,17.103,-9.269,79.388,0.009,79.388,89.993,12.221,0.983,17.407,78.478,0.515,-6.366e-6,-15.771,0.029,134.419,19.248,14.331,0,0
6.473,89.925,625.925,-12.427,17.394,-9.202,79.998,0.009,79.998,89.993,12.171,0.982,17.407,78.478,0.376,-6.877e-6,-12.551,-0.049,134.419,19.261,14.331,0,0
6.523,89.292,625.292,-12.885,17.691,-9.164,80.605,0.01,80.605,89.993,12.122,1.018,17.407,78.478,0.369,-1.107e-5,-10.434,-0.116,134.419,19.262,14.331,0,0
6.573,88.636,624.636,-13.343,17.992,-9.039,81.21,0.01,81.21,89.993,12.07,0.971,17.407,78.478,0.025,-1.563e-5,-7.399,-1.473,134.419,19.296,14.331,0,0
6.623,87.958,623.958,-13.788,18.296,-8.815,81.813,0.01,81.813,89.993,12.026,0.819,17.407,78.478,0.693,-2.366e-6,10.745,-0.013,134.419,19.231,14.331,0,0
6.66,87.434,623.434,-14.117,18.526,-8.714,82.264,0.01,82.264,89.993,11.996,0.761,17.407,78.478,0.959,7.067e-6,15.439,0.03,134.419,19.206,14.331,0,0
6.687,87.052,623.052,-14.35,18.691,-8.63,82.585,0.01,82.585,89.993,11.977,0.696,17.407,78.478,1.209,1.015e-5,19.999,0.065,134.419,19.183,14.331,0,0
6.708,86.745,622.745,-14.533,18.823,-8.612,82.84,0.01,82.84,89.993,11.962,0.685,17.407,78.478,1.228,8.694e-6,24.138,0.089,134.419,19.181,14.331,0,0
6.729,86.44,622.44,-14.713,18.953,-8.65,83.09,0.01,83.09,89.993,11.948,0.726,17.407,78.478,1.04,7.261e-6,27.86,0.129,134.419,19.199,14.331,0,0
6.754,86.074,622.074,-14.927,19.108,-8.712,83.384,0.01,83.384,89.993,11.929,0.79,17.407,78.478,0.76,6.792e-6,31.325,0.2,134.419,19.225,14.331,0,0
6.787,85.569,621.569,-15.22,19.321,-8.768,83.784,0.01,83.784,89.993,11.902,0.842,17.407,78.478,0.493,1.423e-6,34.623,0.361,134.419,19.251,14.331,0,0
6.837,84.797,620.797,-15.661,19.643,-8.873,84.377,0.011,84.377,89.993,11.857,0.95,17.407,78.478,0.01,-1.031e-6,-31.241,18.659,134.419,19.298,14.331,0,0
6.887,84.002,620.002,-16.108,19.971,-9.003,84.969,0.011,84.969,89.993,11.806,1.117,17.407,78.478,0.648,-1.559e-5,-33.516,0.224,134.419,19.236,14.331,0,0
6.923,83.42,619.42,-16.431,20.209,-9.039,85.391,0.011,85.391,89.993,11.764,1.182,17.407,78.478,0.884,-1.558e-5,-28.585,0.109,134.419,19.214,14.331,0,0
6.95,82.982,618.982,-16.67,20.385,-9.023,85.702,0.011,85.702,89.993,11.733,1.183,17.407,78.478,0.895,-1.979e-5,-24.523,0.053,134.419,19.213,14.331,0,0
6.976,82.547,618.547,-16.905,20.559,-9.057,86.006,0.011,86.006,89.993,11.701,1.261,17.407,78.478,1.108,-2.407e-5,-20.017,0.021,134.419,19.193,14.331,0,0
6.996,82.192,618.192,-17.094,20.7,-9.063,86.25,0.011,86.25,89.993,11.674,1.299,17.407,78.478,1.192,-2.344e-5,-15.83,0.004,134.419,19.185,14.331,0,0
7.016,81.862,617.862,-17.267,20.83,-9.01,86.473,0.011,86.473,89.993,11.65,1.254,17.407,78.478,1.039,-2.293e-5,-12.025,-0.015,134.419,19.2,14.331,0,0
7.038,81.482,617.482,-17.464,20.978,-8.922,86.728,0.011,86.728,89.993,11.623,1.166,17.407,78.478,0.753,-2.254e-5,-8.55,-0.03,134.419,19.227,14.331,0,0
7.068,80.951,616.951,-17.731,21.183,-8.834,87.079,0.011,87.079,89.993,11.589,1.098,17.407,78.478,0.497,-1.93e-5,-5.439,-0.054,134.419,19.251,14.331,0,0
7.112,80.153,616.153,-18.122,21.485,-8.682,87.593,0.011,87.593,89.993,11.542,0.974,17.407,78.478,0.051,-1.826e-5,-2.643,-0.227,134.419,19.294,14.331,0,0
7.162,79.236,615.236,-18.549,21.825,-8.445,88.169,0.012,88.169,89.992,11.501,0.741,17.407,78.478,0.688,-4.826e-6,6.563,0.051,134.419,19.233,14.331,0,0
7.193,78.656,614.656,-18.811,22.036,-8.46,88.526,0.012,88.526,89.992,11.477,0.813,17.407,78.478,0.516,-9.081e-7,10.144,0.059,134.419,19.25,14.331,0,0
7.234,77.889,613.889,-19.152,22.311,-8.373,88.989,0.012,88.989,89.992,11.445,0.744,17.407,78.478,0.711,-3.78e-6,14.744,0.048,134.419,19.231,14.331,0,0
7.263,77.331,613.331,-19.394,22.508,-8.359,89.321,0.012,89.321,89.992,11.424,0.752,17.407,78.478,0.68,-5.107e-6,18.932,0.061,134.419,19.234,14.331,0,0
7.293,76.74,612.74,-19.647,22.715,-8.417,89.666,0.012,89.666,89.992,11.4,0.859,17.407,78.478,0.382,-5.609e-6,22.115,0.1,134.419,19.263,14.331,0,0
7.338,75.84,611.84,-20.031,23.027,-8.483,90.182,0.012,90.182,89.992,11.358,0.99,17.407,78.478,0.013,-7.611e-7,23.716,1.745,134.419,19.299,14.331,0,0
7.388,74.828,610.828,-20.457,23.372,-8.556,90.749,0.012,90.749,89.992,11.304,1.152,17.407,78.478,0.407,9.62e-6,-21.586,-0.015,134.419,19.261,14.331,0,0
7.434,73.878,609.878,-20.851,23.692,-8.598,91.267,0.013,91.267,89.992,11.248,1.285,17.407,78.478,0.705,3.067e-5,-16.007,-0.037,134.419,19.232,14.331,0,0
7.461,73.327,609.327,-21.077,23.875,-8.571,91.563,0.013,91.563,89.992,11.214,1.285,17.407,78.478,0.689,3.24e-5,-11.846,-0.046,134.419,19.234,14.331,0,0
7.487,72.762,608.762,-21.305,24.06,-8.491,91.861,0.013,91.861,89.992,11.181,1.198,17.407,78.478,0.473,2.894e-5,-8.409,-0.063,134.419,19.255,14.331,0,0
7.526,71.936,607.936,-21.629,24.328,-8.352,92.29,0.013,92.29,89.992,11.138,1.038,17.407,78.478,0.081,2.379e-5,-6.022,-0.149,134.419,19.293,14.331,0,0
7.576,70.844,606.844,-22.043,24.675,-8.321,92.846,0.013,92.846,89.992,11.089,1.092,17.407,78.478,0.148,2.294e-5,-6.768,-0.057,134.419,19.286,14.331,0,0
7.626,69.732,605.732,-22.461,25.022,-8.333,93.399,0.013,93.399,89.992,11.028,1.23,17.407,78.478,0.372,2.04e-6,-2.517,-0.029,134.419,19.265,14.331,0,0
7.671,68.709,604.709,-22.835,25.335,-8.24,93.896,0.013,93.896,89.992,10.974,1.186,17.407,78.478,0.21,5.733e-6,0.619,-0.032,134.419,19.281,14.331,0,0
7.721,67.557,603.557,-23.244,25.68,-8.048,94.443,0.014,94.443,89.992,10.917,0.992,17.407,78.478,0.253,3.684e-6,-1.294,-0.036,134.419,19.277,14.331,0,0
7.771,66.385,602.385,-23.64,26.021,-7.859,94.988,0.014,94.988,89.992,10.875,0.79,17.407,78.478,0.689,-1.763e-5,5.709,-0.019,134.419,19.235,14.331,0,0
7.793,65.853,601.853,-23.816,26.174,-7.846,95.231,0.014,95.231,89.992,10.857,0.811,17.407,78.478,0.655,-1.916e-5,9.666,-0.033,134.419,19.239,14.331,0,0
7.817,65.293,601.293,-24,26.333,-7.845,95.485,0.014,95.485,89.992,10.837,0.843,17.407,78.478,0.592,-2.31e-5,13.473,-0.057,134.419,19.245,14.331,0,0
7.843,64.669,600.669,-24.203,26.509,-7.866,95.766,0.014,95.766,89.992,10.815,0.911,17.407,78.478,0.454,-2.881e-5,17.079,-0.088,134.419,19.258,14.331,0,0
7.876,63.849,599.849,-24.468,26.739,-7.865,96.129,0.014,96.129,89.992,10.783,0.937,17.407,78.478,0.38,-2.944e-5,20.667,-0.093,134.419,19.265,14.331,0,0
7.916,62.874,598.874,-24.78,27.009,-7.924,96.555,0.014,96.555,89.992,10.745,1.073,17.407,78.478,0.094,-1.972e-5,23.71,-0.248,134.419,19.293,14.331,0,0
7.966,61.625,597.625,-25.18,27.352,-8.089,97.091,0.014,97.091,89.992,10.682,1.449,17.407,78.478,0.595,-2.911e-5,-20.307,-0.019,134.419,19.245,14.331,0,0
7.99,61.023,597.023,-25.374,27.517,-8.153,97.346,0.014,97.346,89.991,10.645,1.624,17.407,78.478,0.883,-2.938e-5,-15.262,-0.022,134.419,19.218,14.331,0,0
8.006,60.616,596.616,-25.504,27.627,-8.17,97.515,0.015,97.515,89.991,10.619,1.697,17.407,78.478,0.992,-2.768e-5,-10.972,-0.023,134.419,19.208,14.331,0,0
8.02,60.253,596.253,-25.62,27.724,-8.165,97.666,0.015,97.666,89.991,10.595,1.723,17.407,78.478,1.021,-2.891e-5,-6.875,-0.022,134.419,19.205,14.331,0,0
8.034,59.901,595.901,-25.732,27.819,-8.143,97.811,0.015,97.811,89.991,10.571,1.716,17.407,78.478,0.994,-2.895e-5,-2.894,-0.023,134.419,19.208,14.331,0,0
8.048,59.54,595.54,-25.846,27.915,-8.104,97.959,0.015,97.959,89.991,10.547,1.677,17.407,78.478,0.912,-3.058e-5,0.985,-0.025,134.419,19.215,14.331,0,0
8.063,59.15,595.15,-25.967,28.018,-7.971,98.118,0.015,98.118,89.991,10.523,1.445,17.407,78.478,0.525,-3.009e-5,4.206,-0.037,134.419,19.252,14.331,0,0
8.085,58.561,594.561,-26.144,28.172,-7.737,98.355,0.015,98.355,89.991,10.495,1.041,17.407,78.478,0.164,-3.025e-5,-5.392,-0.12,134.419,19.287,14.331,0,0
8.119,57.671,593.671,-26.401,28.401,-7.471,98.71,0.015,98.71,89.991,10.469,0.623,17.407,78.478,0.877,-2.375e-5,0.505,-0.017,134.419,19.219,14.331,0,0
8.135,57.26,593.26,-26.517,28.505,-7.402,98.873,0.015,98.873,89.991,10.46,0.529,17.407,78.478,1.033,-2.673e-5,4.884,-0.024,134.419,19.204,14.331,0,0
8.148,56.913,592.913,-26.613,28.593,-7.365,99.009,0.015,99.009,89.991,10.453,0.483,17.407,78.478,1.105,-2.663e-5,9.045,-0.025,134.419,19.198,14.331,0,0
8.16,56.588,592.588,-26.703,28.674,-7.399,99.137,0.015,99.137,89.991,10.447,0.568,17.407,78.478,0.964,-2.628e-5,12.84,-0.034,134.419,19.211,14.331,0,0
8.174,56.215,592.215,-26.807,28.767,-7.469,99.282,0.015,99.282,89.991,10.438,0.72,17.407,78.478,0.713,-2.471e-5,16.338,-0.035,134.419,19.235,14.331,0,0
# Event SIM_WARN occurred at t=8.18 seconds: Recovery device deployment at high speed (28.8 m/s):  "Parachute"
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=8.18 seconds
8.18,56.036,592.036,-26.857,28.812,79.22,99.352,0.015,99.352,89.991,10.433,48.847,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.191,55.752,591.752,-26.006,27.829,73.69,99.461,0.015,99.461,89.991,9.908,45.858,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.203,55.457,591.457,-25.156,26.848,68.335,99.572,0.015,99.572,89.991,9.38,42.926,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.215,55.151,591.151,-24.31,25.87,63.118,99.685,0.015,99.685,89.991,8.848,39.944,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.229,54.831,590.831,-23.465,24.894,58.09,99.8,0.015,99.8,89.991,8.313,37.069,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.243,54.497,590.497,-22.622,23.921,53.25,99.917,0.015,99.917,89.991,7.775,34.302,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.259,54.146,590.146,-21.781,22.951,48.643,100.035,0.015,100.035,89.991,7.234,31.767,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.276,53.779,589.779,-20.944,21.985,44.262,100.155,0.015,100.155,89.991,6.687,29.44,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.295,53.392,589.392,-20.111,21.025,40.076,100.276,0.015,100.276,89.991,6.133,27.216,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.316,52.986,588.986,-19.284,20.072,35.901,100.396,0.015,100.396,89.991,5.571,24.557,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.338,52.552,588.552,-18.458,19.125,31.846,100.518,0.015,100.518,89.991,5.007,21.824,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.364,52.084,588.084,-17.634,18.184,28.033,100.64,0.016,100.64,89.991,4.441,19.394,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.394,51.579,587.579,-16.811,17.251,24.458,100.762,0.016,100.762,89.991,3.872,17.234,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.427,51.031,587.031,-15.994,16.33,20.913,100.882,0.016,100.882,89.991,3.296,14.701,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.466,50.421,586.421,-15.176,15.418,17.606,101,0.016,101,89.991,2.721,12.471,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.513,49.737,585.737,-14.36,14.519,14.636,101.113,0.016,101.113,89.991,2.143,10.839,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.568,48.971,584.971,-13.556,13.644,11.897,101.214,0.016,101.214,89.991,1.548,9.393,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.634,48.102,584.102,-12.771,12.805,9.435,101.296,0.016,101.296,89.991,0.928,8.258,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.713,47.114,583.114,-12.019,12.022,7.098,101.343,0.016,101.343,89.991,0.27,6.857,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.815,45.932,581.932,-11.299,11.307,4.962,101.335,0.016,101.335,89.991,0.425,5.466,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
8.859,45.435,581.435,-11.079,11.099,4.377,101.311,0.016,101.311,89.991,0.668,5.201,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
# Event EJECTION_CHARGE occurred at t=8.86 seconds
8.86,45.424,581.424,-11.075,11.095,4.365,101.311,0.016,101.311,89.991,0.673,5.193,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
9.007,43.839,579.839,-10.431,10.53,2.542,101.155,0.016,101.155,89.991,1.438,3.775,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
9.227,41.609,577.609,-9.873,10.13,0.988,100.748,0.016,100.748,89.991,2.268,2.172,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
9.646,37.558,573.558,-9.459,9.978,0.006,99.607,0.017,99.607,89.99,3.178,1.367,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
10.134,32.945,568.945,-9.455,10.207,-0.067,97.894,0.017,97.894,89.99,3.845,0.668,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
10.622,28.325,564.325,-9.488,10.364,-0.006,95.939,0.017,95.939,89.99,4.171,0.493,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
11.108,23.715,559.715,-9.491,10.466,-0.007,93.854,0.017,93.854,89.99,4.41,0.154,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
11.593,19.106,555.106,-9.494,10.437,0.014,91.731,0.017,91.731,89.99,4.335,0.46,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
12.078,14.502,550.502,-9.488,10.526,0.004,89.574,0.016,89.574,89.989,4.559,0.457,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
12.563,9.898,545.898,-9.486,10.622,-0.006,87.308,0.016,87.308,89.989,4.78,0.029,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
13.049,5.296,541.296,-9.489,10.619,0.012,84.992,0.016,84.992,89.989,4.767,0.393,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
13.533,0.697,536.697,-9.483,10.7,0.003,82.635,0.016,82.635,89.989,4.957,0.365,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
# Event GROUND_HIT occurred at t=13.607 seconds
# Event SIMULATION_END occurred at t=13.607 seconds
13.607,0,536,-9.483,10.713,0.007,82.27,0.016,82.27,89.989,4.984,0.448,17.407,78.478,NaN,NaN,NaN,NaN,134.419,0,14.331,0,0
